"1","18/05/2016","10:00:01","AAGym","informasi bagi sahabat/sahabat yang menggunakan smartphone android, bisa mendownload aplikasi aagym (tl media). insyaallah kumpulan tausiyah, audio, video, motivasi harian, dan informasi seputar kegiaat daarut tauhiid dapat dinikmati di aplikasi ini. silahkan download di https://goo.gl/i7xlw0 atau via playstore, cari aplikasi aagym (tl media)"
"2","18/05/2016","06:15:00","AAGym","“barangsiapa berhijrah di jalan allah, niscaya mereka mendapati di muka bumi ini tempat hijrah yang luas dan rezeki yang banyak. barangsiapa keluar dari rumahnya dengan maksud berhijrah kepada alloh dan rosul/nya, kemudian kematian menimpanya (sebelum sampai ke tempat yang dituju), maka sungguh telah tetap pahalanya di sisi alloh. dan adalah alloh maha pengampun lagi maha penyayang.” (qs. an nisaa [4] : 100) hijrah selain memiliki makna berpindah secara lahir, juga memiliki m...akna berpindah secara batin. berpindah dari keadaan sebelumnya yang kurang baik, kepada keadaan selanjutnya yang lebih baik. berpindah dari keadaan sebelumnya yang kurang sungguh/sungguh ibadah, kepada kesungguhan memperbaiki diri dan mendekati alloh swt. akan tetapi, rosululloh saw. dalam salah satu haditsnya menerangkan kepada kita bahwa tidak setiap orang berhijrah itu dengan niat lillaahi ta’ala, ada juga orang yang berhijrah dengan niat mengharapkan sesuatu selain alloh. ada yang karena ingin mendapat penilaian dan kekaguman makhluk, ada yang karena ingin mendapat keuntungan materi, ada yang karena wanita, dan lain sebagainya. sedangkan apa yang diniatkan, sebatas itulah yang akan didapatkan. misalnya, ketika seorang wanita memutuskan untuk berhijrah dari tidak berhijab menjadi berhijab, maka periksalah ke dalam hati apakah yang mendorong keputusannya itu. apakah benar/benar mengharap ridho alloh, ataukah demi polularitas, demi pengakuan makhluk, demi keuntungan materi atau demi alasan/alasan duniawi lainnya?! jika kita membaca sejarah, maka kita akan menemukan bahwa ada orang yang menyatakan dirinya hijrah dari kekafiran kepada islam, namun rupanya bukan karena alloh, melainkan justru untuk mencari/cari kelemahan islam dan kaum muslimin. maasyaa alloh! saudaraku, kita harus semakin baik dari hari ke hari. berpindah dari keadaan sebelumnya yang tidak baik kepada keadaan yang lebih baik adalah keharusan seorang muslim. namun, rajin/rajinlah untuk selalu memeriksa hati dan meluruskan niat agar setiap ikhtiar kita memperbaiki diri adalah benar/benar karena alloh swt."
"3","17/05/2016","19:35:00","AAGym","rosululloh saw. bersabda, “ketahuilah, sesungguhnya di dalam tubuh manusia itu ada segumpal daging, jika segumpal daging itu baik, maka baiklah seluruh tubuhnya, dan jika segumpal daging itu buruk, maka buruklah seluruh tubuhnya. ketahuilah bahwa segumpal daging itu hati.” (hr. bukhori dan muslim)  akhlak yang baik bersumber dari hati yang baik. hati yang bersih akan memancarkan akhlak yang mulia. seperti teko, ia hanya mengeluarkan isi teko. jika di dalamnya kopi maka akan k...eluar kopi, jika di dalamnya susu, maka akan keluar susu, jika di dalamnya air comberan maka itulah yang ia keluarkan.  jadi kalau kita ingin punya akhlak yang baik, maka harus berjuang agar memiliki hati yang baik. bagaimana agar memiliki hati yang baik, kuncinya adalah belajar dan bersungguh/sungguh. ilmu akan sia/sia jika tidak dipraktikkan, ilmu akan percuma jika tidak diamalkan. namun, amal juga akan menguap begitu saja jika tidak diiringi dengan keistiqomahan atau konsistensi.  bagaimana agar hati kita senantiasa baik dan jernih. kebaikan hati akan terjaga sesuai dengan kekuatan dzikir kita, yaitu ingatan kita kepada alloh swt. semakin hati kita penuh dengan dzikrulloh, maka hati akan lebih tenang dan bersih dari bibit/bibit penyakit hati. salah satu bentuk dzikir adalah setiap ucapan dan sikap kita selalu dikaitkan kepada alloh. setiap kali akan mengucapkan sesuatu atau melakukan sesuatu, bertanyalah kepada diri sendiri, “kalau saya melakukan ini, alloh suka atau tidak?!” cara dzikir yang lain adalah dengan sering memeriksa niat, apakah kita sedang riya atau tidak, sombong atau tidak, mencari pujian manusia atau penilaian alloh, ikhlas atau mengharap pamrih manusia, dan seterusnya. pegulatan hati kita yang seperti ini pasti diketahui oleh alloh dan jika kita mendekatkan diri kepada/nya, niscaya alloh akan memudahkan kita memiliki hati yang bersih dan istiqomah dalam kemuliaan akhlak. betapa beruntung orang yang senantiasa terbimbing oleh petunjuk alloh swt. dan memiliki akhlak mulia. semoga kita termasuk orang/orang yang demikian. aamiin yaa robbal ‘aalamiin."
"4","17/05/2016","19:27:41","AAGym","abu sa’id rafi’ bin al mu’alla r.a berkata, “rosululloh saw. berkata padaku, “maukah aku ajarkan engkau surat yang paling mulia dalam al quran sebelum engkau keluar masjid?” lalu beliau memegang tanganku, maka ketika kami hendak keluar, aku berkata, “wahai rosululloh, sesungguhnya engkau mengatakan, “aku akan mengajarkanmu surat yang paling agung dalam al quran?” beliau menjawab, “alhamdulillahi robbil ‘alamin (segala puji bagi allah robb semesta alam) dan al quran al ‘azhim ...(al quran yang mulia) yang telah diberikan kepadaku.” (hr. bukhori) jadi, surat paling mulia di dalam al quran adalah al fatihah. surat ini juga memiliki khasiat menyembuhkan, sebagaimana satu kisah ketika para sahabat nabi saw. singgah di sebuah perkampungan arab dan berhasil menyembuhkan salah seorang pembesar di sana yang sakit akibat terkena sengatan kalajengking. al fatihah juga merupakan surat yang setiap kali dibacakan oleh seorang hamba, maka setiap ayatnya alloh menjawabnya. dalam sebuah hadits qudsi disebutkan bahwa ketika kita membaca alhamdulillaahi robbil ‘aalamiin, maka alloh menjawab, “hamba/ku telah memujiku”. ketika kita membaca, “arrohmaanirrohiim”, maka alloh menjawab, “hamba/ku telah menyanjung/ku”. ketika kita membawa, “maaliki yaumiddiin”, maka alloh menjawab, “hamba/ku telah mengagungkan aku”. ketika kita membaca “iyyaaka na’budu wa iyyaaka nasta’iin”, maka alloh menjawab, “inilah bagian/ku dan bagian hamba/ku yang dimintainya”. kemudian, ketika kita membaca, “ihdinaash shirootol mustaqiim, shirootolladziina an’amta ‘alaihim ghoiril maghdhubi ‘alaihim waladhdhoolliin”, maka alloh menjawab, “inilah bagian hamba/ku untuk apa yang dimintainya.” maasyaa alloh. sungguh indah sekali komunikasi yang terjadi antara seorang hamba dengan robb/nya melalui pembacaan surat al fatihah. maka, jikalau kita sedang sholat dan membaca surat ini, bacalah dengan penuh kekhusyuan dan ketenangan, nikmatilah jangan tergesa/gesa, rasakan bahwa setiap ayat yang kita baca itu sedang alloh jawab. al fatihah berisi doa yang begitu agung. semoga kita bisa selalu khusyu ketika membaca surat al fatihah, dan semoga alloh senantiasa melimpahi kita dengan hidayah, penerang jalan kita kita di dunia dan akhirat. aamiin yaa robbal ‘aalamiin."
"5","22/03/2016","07:53:03","AAGym","informasi bagi sahabat/sahabat yang menggunakan smartphone android, bisa mendownload aplikasi aagym (tl media). insyaallah kumpulan tausiyah, audio, video, motivasi harian, dan informasi seputar kegiaat daarut tauhiid dapat dinikmati di aplikasi ini. silahkan download di https://goo.gl/i7xlw0 atau via playstore, cari aplikasi aagym (tl media)"
"6","17/05/2016","18:32:01","AAGym","para kekasih alloh memiliki dua ciri, yaitu yakin dan istiqomah. alloh swt. berfirman di dalam al quran, “sesungguhnya orang/orang yang mengatakan: “tuhan kami ialah alloh” kemudian mereka meneguhkan pendirian (istiqomah) mereka, maka malaikat akan turun kepada mereka dengan mengatakan: “janganlah kamu takut dan janganlah merasa sedih; dan gembirakanlah mereka dengan jannah yang telah dijanjikan alloh kepadamu”. (qs. fushilat [41] : 31) jadi, bagi orang yang yakin dan istiqom...ah itu, alloh telah berjanjin akan menurunkan malaikat yang akan mengirimkan kebahagiaan, kegembiraan dan ketenangan dari alloh swt. bahkan, alloh pun telah berjanji akan mengkaruniakan surga kepada orang/orang yang yakin dan istiqomah di jalan/nya. orang yang yakin kepada alloh dan istiqomah di jalan/nya, tidak akan memiliki rasa khawatir dan takut terhadap kehidupan dunia. yang ia takutkan hanyalah takut alloh tidak ridho kepadanya. dia pun akan diselimuti dengan ketenangan di dalam hatinya. rasa tentram dan tenang meski sedang berada dalam situasi apapun. karena ia senantiasa yakin bahwa sesulit apapun keadaannya, pasti ada dalam kekuasaan alloh swt. tiada kesulitan bagi siapa saja yang berserah diri kepada alloh. betapa beruntungnya orang/orang yang hatinya sudah diliputi dengan ketenangan. karena sesungguhnya ketenangan itu milik alloh dan hanya alloh yang kuasa memberikannya kepada orang/orang yang beriman. ketenangan tidak bisa dibeli bahkan tidak bisa dicuri dari orang lain. alloh swt. berfirman, “sesungguhnya orang/orang yang mengatakan: “tuhan kami ialah allah”, kemudian mereka tetap istiqomah maka tidak ada kekhawatiran terhadap mereka dan mereka tiada (pula) berduka cita. mereka itulah penghuni/penghuni surga, mereka kekal di dalamnya; sebagai balasan atas apa yang telah mereka kerjakan.” (qs. al ahqof [46] : 13/14) maasyaa alloh! betapa besar ganjaran dari yakin dan istiqomah di jalan alloh swt. inilah ciri dari para kekasih alloh. semoga kita termasuk orang/orang yang mendapat tempat di dalam golongan ini. aamiin yaa robbal ‘aalamiin."
"7","17/05/2016","14:46:54","AAGym","tidak ada pujian yang lebih berhak menerimanya selain pujian kepada alloh swt. siapapun yang mendapat pujian, maka sesungguhnya setiap pujian adalah karunia dari alloh. maka, sepatutnya setiap ujian yang datang kepada kita dikembalikan kepada alloh. siapapun yang merasa bahwa pujian yang datang adalah milik dirinya, maka dia menyalahi dirinya sendiri : lisan menyebut bahwa segala puji hanya milik alloh, akan tetapi dia tamak pada sanjungan dan pujian dari makhluk. siapapun ya...ng berdzikir dengan tahmid “alhamdulillaahi robbil ‘aalamiin”, maka dia harus selalu sadar bahwa apapun yang membuat dirinya dipuji adalah karunia alloh semata, dan setiap pujian yang mengarah kepada dirinya hakikatnya adalah milik alloh dan dikembalikan kepada alloh. pujian jika ditelan bulat/bulat tanpa disaring dengan ilmu tauhiid, maka akan menjadi sesuatu yang melenakan. pujian memang indah, tapi jika dibiarkan liar maka ia akan menjadi sumber malapetaka : menghanyutkan hati dalam rasa ujub, sombong dan riya, menjauhkan diri dari keikhlasan. oleh karena itu, penting bagi kita untuk terampil mengelola pujian. kita tidak bisa mengatu, menahan atau melarang orang lain agar tidak memuji kita. akan tetapi, pandai/pandailah mengelola setiap pujian yang datang dengan senantiasa menyerahkannya kepada alloh swt. dan terus/menerus memeriksa kebersihan hati dari bibit/bibit penyakit hati. semoga alloh swt. senantiasa memberi kita petunjuk sehingga kita termasuk orang/orang yang selamat. aamiin yaa robbal ‘aalamiin."
"8","04/05/2016","10:11:50","AAGym","saudaraku, alloh swt. mengurus seluruh alam semesta ini tanpa terkecuali. rahmat alloh merata kepada seluruh makhluk/nya. termasuk orang yang beriman kepada/nya dan yang menginkari/nya. orang mukmin dan orang yang inkar sama/sama bisa mendapatkan udara untuk bernapas, sama/sama bisa merasakan nikmatnya jantung yang berdegup mengalirkan darah ke seluruh tubuh, paru/paru yang memompa oksigen, kelopak mata yang mampu berkedip dan berbagai karunia lainnya. akan tetapi, ada yang m...embedakan orang mukmin dan yang inkar. orang mukmin bisa merasakan ketenangan di dalam hatinya disebabkan keimanannya kepada alloh swt., sedangkan orang yang inkar tidak bisa. alloh swt. berfirman, “dia/lah yang telah menurunkan ketenangan ke dalam hati orang/orang mukmin supaya keimanan mereka bertambah di samping keimanan mereka (yang telah ada). dan kepunyaan alloh/lah tentara langit dan bumi dan adalah allah maha mengetahui lagi maha bijaksana.” (qs. al fath [48] : 4) tidak perlu juga kita mempertanyakan lantas mengapa alloh menciptakan orang/orang yang inkar itu, karena urusan penciptaan adalah urusan alloh swt. sedangkan urusan kita adalah beribadah, beramal sholeh, taat, patuh dan tunduk kepada/nya. sesungguhnya alloh maha berkehendak, jika alloh menghendaki penciptaan sesuatu maka jadilah dia. kalaupun mau kita tafakuri mengapa masih saja banyak orang yang menginkari alloh swt., maka sebenarnya itulah ladang amal sholeh kita untuk berdakwah menyampaikan kebenaran islam. sampaikanlah kebenaran dengan akhlak mulia. sungguh tiada satupun perbuatan alloh yang sia/sia. semoga setiap apapun yang kita niatkan, yang kita ucapkan dan kita perbuat ada dalam ridho alloh swt. aamiin yaa robbal ‘aalamiin."
"9","17/05/2016","10:00:01","AAGym","dalil keutamaan memberikan hadiah..  smile emotikon  silahkan follow instagram : 1muslimdesigner ‪#‎muslimdesigner‬  ‪#‎belajarislam‬  ‪#‎hadits‬ ... ‪#‎haditsbukhari‬"
"10","17/05/2016","06:15:00","AAGym","informasi bagi sahabat/sahabat yang menggunakan smartphone android, bisa mendownload aplikasi aagym (tl media). insyaallah kumpulan tausiyah, audio, video, motivasi harian, dan informasi seputar kegiaat daarut tauhiid dapat dinikmati di aplikasi ini. silahkan download di https://goo.gl/i7xlw0 atau via playstore, cari aplikasi aagym (tl media)"
"11","16/05/2016","20:37:10","AAGym","‪#‎pedulisuriah‬ disaat tanah air ini menjadi perhatian kita untuk penyaluran bantuan kemanusiaan akibat banjir, longsor dan lainnya, tiba/tiba mata dan telinga... kita mendengar jeritan tangisan anak/anak yg merobek/robek nurani menyaksikan kekejaman perang yang telah membuat saudara/saudara kita terusir tinggal di puing reruntuhan meriam, terluka.   di aleppo suriah anak anak dan ibu tua tidak lagi bernyawa bergelimpangan. sebagian mereka mengungsi dalam ketakutan yang mencekam. mereka membutuhkan perhatian dari kita berupa do’a yg kita panjatkan di setiap selesai sholat wajib dan sholat malam kita sahabat, mereka juga butuh penanganan medis, obat/obatan, makanan yg saat ini sangat sulit di temui. dpu dt mengajak kita semua meringankan beban sesama bagi penderitaan saudara/saudara kita di suriah.  dpu dt akan mengirimkan amanah masyarakat indonesia dalam bentuk bantuan makanan dan bantuan kesehatan bagi mereka  yg terluka di pengungsian.  transfer peduli suriah bni syariah 009.2553.741 bca 777.0333.151 a.n dpu is khusus donasi online peduli aleppo suriah  https://dpu/daaruttauhiid.org/w…/donasi/peduli/aleppo/suriah informasi dan konfirmasi  chat di www.dpudt.org sms/wa : 0851 0001 7002 bbm : dpudt1 ig: dpu.dt"
"12","16/05/2016","20:19:44","AAGym","saudaraku, banyak di antara kita yang mengupayakan adanya kesatuan dan persatuan, baik dengan cara mendirikan partai politik, yayasan, organisasi masyarakat, atau wadah lainnya. tetapi ternyata kedekatan hati itu tidak bisa di rekayasa. partai di dalamnya bisa bertengkar, di dalam keluarga juga bisa ada pertengkaran, bahkan di dalam organisasi pengurus masjid pun di dalamnya bisa ada perselisihan. lantas apa yang benar/benar bisa mempersatukan? jawabannya adalah tauhiid. sema...kin bersih, lurus tauhiidnya maka akan semakin mudah persatuan terjalin, karena orang/orang yang bersih tauhiidnya akan saling tersambung, terkoneksi melalui frekwensinya hatinya. semakin bersih tauhiid, semakin bersih pula hatinya. alloh swt. berfirman, “dan yang mempersatukan hati mereka (orang/orang yang beriman). walaupun kamu membelanjakan semua (kekayaan) yang berada di bumi, niscaya kamu tidak dapat mempersatukan hati mereka, akan tetapi alloh telah mempersatukan hati mereka. sesungguhnya dia maha gagah lagi maha bijaksana.” (qs. al anfaal [8] : 63) hati tidak bisa diraih dengan menumpahkan sebanyak apapun harta kekayaan. jikapun bisa, maka ketika ada pihak lain yang menggelontorkan harta yang lebih besar, maka hatinya akan beralih. hati tidak bisa dipersatukan dengan harta. hati hanya bisa bersatu jika alloh yang mempersatukan. bagaimana bisa? karena hati yang lurus, bersih mendekat kepada alloh, akan semakin saling mendekat bahkan bertemu. dan, kunci kebersihan hati adalah tauhiid yang lurus. oleh karena itu, jika ingin kehidupan rumah tangga bahagia, kuncinya adalah tauhiid. jika ingin kehidupan lingkungan masyarakat akur dan tentram, kuncinya adalah tauhiid. jika ingin kehidupan organisasi berlangsung dinamis, kompak, dan sinergi dalam kebaikan dan kebenaran, maka kuncinya adalah tauhiid. semoga alloh swt. senantiasa melimpahkan hidayah kepada kita sehingga kita bisa menjaga tauhiid yang bersih dan lurus dalam hatinya. aamiin yaa robbal ‘aalamiin."
"13","16/05/2016","19:34:00","AAGym","imam ibnu hatim menerangkan bahwa ada 5 (lima) hal yang perlu disegerakan. pertama, menjamu tamu. jangan ditunda/tunda dalam memberi suguhan kepada tamu. jangan ditunda/tunda sampai tamu tersebut hendak pulang, segerakanlah.  kedua, menguburkan jenazah. ... ketiga, menikahkan anak gadis jika sudah datang jodohnya. ini perlu disegerakan, karena jika ditunda/tunda bisa menimbulkan fitnah. bagi para orangtua yang punya anak gadis dan sudah datang jodohnya, jika sudah istikhoroh dan cukup syarat dan rukunnya, maka segerakan menikahkan mereka. ditunda/tunda hanya akan mengundang maksiat.  keempat, menyegerakan bayar utang. utang adalah urusan yang penting. utang perlu disegerakan untuk dilunasi, karena utang bisa menjadi penghalang kebahagiaan di akhirat. orang yang punya utang tapi tidak berniat melunasi, maka pencuri namanya. orang yang punya utang, sudah diberi kemampuan untuk melunasi oleh alloh, tapi dia tetap tidak melunasi, maka zholim namanya.  kelima, taubat. inilah urusan yang paling besar di antara lima urusan yang perlu disegerakan. taubat jangan ditunda/tunda. setiap perbuatan dosa sekecil apapun segeralah taubati seiring tekad untuk tidak mengulanginya lagi. menunda/nunda taubat sama saja seperti menantang takdir, karena saat pintu taubat masih terbuka lebar tidak dimanfaatkan sebaik mungkin untuk bertaubat. padahal kematian tidak pernah diketahui kapan dan dimana datangnya. alloh swt. berfirman, “..sesungguhnya alloh menyukai orang/orang yang bertaubat dan menyukai orang/orang yang mensucikan diri.” (qs. al baqoroh [2] : 222) semoga kita termasuk orang yang bersegera dalam beramal sholeh. aamiin yaa robbal ‘aalamiin."
"14","16/05/2016","18:32:01","AAGym","senang dipuji itu bisa ketagihan seperti orang yang mabuk, akan melakukan cara apa saja agar tetap jadi pusat perhatian."
"15","16/05/2016","13:45:21","AAGym","salah satu asma alloh adalah al latiif, alloh yang maha lembut. saudaraku, alloh maha lembut, karena alloh maha tahu segala kebutuhan seluruh makhluk/nya. dan, alloh melimpahkan rezeki untuk memenuhi kebutuhan seluruh makhluk/nya tanpa perlu diketahui oleh makhluk/nya. seringkali makhluk tidak menyadari betapa besarnya rezeki yang mereka terima dari alloh swt. saking lembutnya, saking halusnya, berbagai pertolongan alloh, segala pemberian alloh seringkali tidak terasa oleh ki...ta. sehingga kita lupa untuk menafakurinya apalagi mensyukurinya. alloh maha lembut, sampai/sampai permohonan kita kepada/nya dipenuhi tidak selalu dengan sesuatu yang berwujud namun sangat besar manfaatnya untuk kita. ketika kita masih berbentuk janin di dalam rahim, sesungguhnya kita tidak mengetahui dan tidak menyadari bagaimana keadaan di sana. orang lain pun tidak benar/benar mengerti apa yang terjadi di dalam rahim sehingga kita tumbuh berkembang dengan sehat tanpa kekurangan sesuatu apapun. alloh yang maha lembut, menyusun sel demi sel tanpa diketahui dan tanpa dipahami siapapun. alloh swt. berfirman, “apakah alloh yang menciptakan itu tidak mengetahui (yang kamu lahirkan atau rahasiakan); dan dia maha halus lagi maha mengetahui?” (qs. al mulk [67] : 14) jika kita tafakuri, lebih banyak mana antara yang datang atas permintaan kita, dengan yang datang tanpa kita pinta? mari kita tafakuri, jangan jauh/jauh, kita tafakuri organ tubuh kita saja dulu, bagaimana jantung berdetak bagaimana paru/paru bekerja dan bagaimana darah mengalir. baru menafakuri tiga hal itu saja maka sudah tidak mampu kita mengejarnya dengan pikiran kita. maasyaa alloh, betapa alloh maha lembut lagi maha kuasa."
