"19/05/2016","12:12:01","LastChild","tak ingin hidup di dunia, dimana kamu tak ada di... http://bit.ly/lastchildlagubaru1"
"18/05/2016","23:30:00","LastChild","lf, tebak ye! a. yg lebih cerah b. yg lebih hijau c. tuk kita kelak... contekan, klik http://bit.ly/lastchildlagubaru6 ok!"
"18/05/2016","22:30:00","LastChild","lf, tebak! a. kesedihan b. keterpurukan c. kepedihan... contekan, klik http://bit.ly/lastchildlagubaru5 ok!"
"18/05/2016","21:30:00","LastChild","keren! lanjot, ye! a. indahnya b. pedihnya c. pahitnya... bocoran, klik http://bit.ly/lastchildlagubaru4 ok!"
"18/05/2016","20:30:00","LastChild","makin jago nih? lanjot! a. ku nyatakan b. ku putar waktu c. ku kembali... contekan, klik http://bit.ly/lastchildlagubaru3 ok!"
"18/05/2016","19:30:00","LastChild","lanjut tebak! a. masih kucoba b. akupun masih c. ku slalu... contekan, klik http://bit.ly/lastchildlagubaru2 ok!"
"18/05/2016","18:30:00","LastChild","lf, tebak! a. jalani b. akhiri c. lanjutkan... contekan, klik http://bit.ly/lastchildlagubaru1 ok!"
"18/05/2016","16:30:00","LastChild","“kau harus sadari, bhw hidup tak selamanya seperti inginmu&quot",. nyanyi bareng, klik: http://bit.ly/lastchildlagubaru5"
"18/05/2016","15:30:00","LastChild","“mari kita ciptakan, dunia yang lebih indah, damai slalu”.  nyanyi bareng, klik: http://bit.ly/lastchildlagubaru6"
"18/05/2016","14:30:00","LastChild","“..haruskah ku akui padamu. bahwa sampai sekarang, ku masih mencintaimu”.  nyanyi bareng, klik: http://bit.ly/lastchildlagubaru3"
"18/05/2016","13:30:00","LastChild","“kau menangis untuknya, yang tak pernah mengerti..”  nyanyi bareng, klik: http://bit.ly/lastchildlagubaru4"
"18/05/2016","12:30:00","LastChild","&quot",aku jalani hidup, dengan berteman bayanganmu..”  nyanyi bareng, klik: http://bit.ly/lastchildlagubaru1"
"18/05/2016","11:40:00","LastChild","&quot",yang buatku tersadar, bahwa kau bukan lagi milikku..”  nyanyi bareng, klik: http://bit.ly/lastchildlagubaru2"
"17/05/2016","18:06:00","LastChild","sore lf! nyalakan volume lo keras-keras untuk ini--&gt", http://bit.ly/lagubarulastchild2016ver03 \m/"
"17/05/2016","16:04:00","LastChild","trakhir nih! bisa? “mari ____, dunia yang ____. damai ____&quot",. contekannya, lo klik: http://bit.ly/lastchildlagubaru6 ok!"
