"18/05/2016","17:02:27","Prilly","take a deep breath and just enjoy your life. senangnya dapat outfit dan tas dari femmebravile simple dan nyaman, premium product with reasonable price!! . . managed by bff_management"
"18/05/2016","15:36:43","Prilly","ini diaaa!! video qna part 2 aku! pertanyaan di twitter dengan hastag ‪#‎askprilly‬ sudah aku jawab di video ini! langsung liat aja di youtube channel aku! atau klik link yang ada di bio aku! selamat menonton!"
"18/05/2016","14:00:39","Prilly","gendis!  aaahh makin gak sabar! suratuntukmu "
"17/05/2016","19:11:09","Prilly","shooting dapur mama seru antv hari ini! seruuu bgttt  tunggu tayangnya nanti yaaa"
"17/05/2016","13:27:30","Prilly","kangeeeeennn! pengen gigit nicole!!! nicolettelatuconsina 👶🏻"
"17/05/2016","10:46:52","Prilly","
"17/05/2016","1:09:47","Prilly","terima kasih eat bulaga! hari ini seru bggtt walaupun ada sedihnya jugaa hihi sampai ketemu lagi! "
"16/05/2016","23:03:21","Prilly","bajaaa!!! happy bdayyy yaaa!!!! duh kayanya abis ini kita harus foto ber2 ja supaya gue gak bingung ngepostnya! maafkan foto yang ngeblur2 begini! cuma ini yang ada di hp gue wakaka ‪#‎miris‬ ! sekali lagi happy bday! semoga lo menjadi orang yang lebih baik lagi...dan setia! haha 😜😜 traktir broo"
"16/05/2016","15:55:07","Prilly","take me back to"
"16/05/2016","14:21:05","Prilly","hai semuaa!!! nggak berasa puasa bentar lagi, habis itu lebaran deh. nah kalian pasti pengen tampil cantik dan pastinya natural di hari raya nanti. ily cosmetics ngertiin banget keinginan kamu. khusus menyambut bulan puasa dan lebaran, ily cosmetics diskon utk seluruh produk sebesar 20 %. pesan sekarang juga, krn stok barang yg didiskon terbatas jangan sampai kehabisan!!! untuk info dan pemesanan, silahkan hubungi kontak di bawah ini... kontak ily cosmetics  line : ily_cosme...tics pake   wa : 085716479977 bbm : 5a773c5b (baru) tlp &amp", sms : 085959133077 (xl) 082154613377 (simpati) dan 085716479977 (im3) kontak private silahkah hubungi : 0812 93821018 (titin wa) pembelian online di www.ilycosmetics.co.id"
"15/05/2016","18:10:05","Prilly","senengnya kalo punya sepupu perempuan yang masih bayi! bisa di dandanin haha  fatimah_latuconsinasahib"
"15/05/2016","17:33:00","Prilly","my moodbooster! nicolettelatuconsina "
"15/05/2016","17:31:34","Prilly","my moodbooster! nicolettelatuconsina "
"15/05/2016","17:27:30","Prilly","happy bday sepupuku yang makin gede makin ganteng! love you! "
"15/05/2016","17:23:41","Prilly","happy bday sepupuku yang makin gede makin ganteng! love you "
"15/05/2016","17:09:00","Prilly","pengumuman ‪#‎lumayan‬ penting : 1. pleaseee mohon dukung kakakuu rickycuaca di dangdut academy celebrity🎤 2. caranya dengan mengirimkan sms ‪#‎sebanyak_banyak_nya‬ seperti photo di atas😎... 3. lalu boleh banget loh, pasang hastag ‪#‎ricuatdac‬ di social media kamu semua😍 4. dukungan kalian sangat berarti😘  tertanda : -ricu- ‪#‎yang_mendadak_dangdut‬ indosiarid dacademycelebrityid"
"15/05/2016","14:39:48","Prilly","hellaw! please kindly follow ig mineest_id we hope you all will love those unique stuffs and tell the artistics side of this product to your classy friend! grab yours! your uniqueness is your scarf"
"15/05/2016","11:07:20","Prilly","this is my fav look all the time, thank you for sending this cute top chicprincessid . . managed by bff_management"
"14/05/2016","19:11:38","Prilly","haii semuaa!! ikutan yukkk anniversary prillvers!! kitaa mengulang keseruan kita tahun lalu! ada banyak bgt keseruan nanti! selain pv juga bisa ikutan biar bisa saling mengenal juga! see youuuu yaa!"
"14/05/2016","17:15:58","Prilly","sahabat hidup, kau berubah!  ‪#‎visitstorekfc‬  video dan foto lengkap bisa di liat di prillylatuconsina.net dan aplikasi rumpi yaa! "
"14/05/2016","8:27:47","Prilly","seru-seruan bareng, masak bareng,nyanyi bareng sampe di jejelin bebek! kapok gak kapok sihhh sama nino nino_uyakuya !  liat keseruan kitaa yaaa hari ini jam 9:30 di antv"
"14/05/2016","8:25:11","Prilly","selamat pagiii!!!!! jangan lupa nonton nino si kepo yaa hari ini jam 9:30 di antv"
"13/05/2016","18:47:23","Prilly","hallo semuanyaaa!! besok aku akan dateng ke kfc cipondog dan ke kfc kisamaun! dateng yaa! sampai ketemu! "
"12/05/2016","12:21:12","Prilly","haii!! dapat case baru dari helloliloid, lucuu banget dan selalu puas sama hasil printingnya! thank you  . . managed by bff_management"
"11/05/2016","21:42:02","Prilly","cant get this song out of my head! over and over again!  rajalatuconsina"
"11/05/2016","20:50:46","Prilly","thanks for todaaaayy tussyhapsary "
"11/05/2016","20:40:13","Prilly","thanks a lot instagram !! "
"11/05/2016","19:25:19","Prilly","meeting! "
"11/05/2016","15:40:20","Prilly","mirip gak? haha "
"11/05/2016","10:13:52","Prilly","kfc cikarang hari ini!! makasih yaa buat semua yang udah dateng! maaf bgttt bagi yang gak dapet foto bareng! seneng bgt bisa ketemu dan nyanyi bareng tadi! love you all! "
"10/05/2016","21:26:06","Prilly","🙈😆"
"10/05/2016","18:29:00","Prilly","pesbukers tadi sore! "
